	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
hsa-let-7i	0.206925992	-0.56780633	-2.463852992	-2.960333086	-0.214610929	-0.903095887	-0.917016539	0.16658373	0.208708688	-0.033546179	0.167564592	0.581586375	0.492913319	-0.805930374	0.021436362	0.850902046	-1.436145733	0.194795561	1.139884624	0.224937945	0.41450402	0.584182216	2.118781778	-0.672727173	-0.345303448	0.619451195	-0.020443361	0.979256097	0.989636791	0.594603276	-0.590552161	-1.903659222	-0.892379918	-0.2631781	0.131300633	-0.513279535	0.003664497	-1.342621996	-2.105739428	0.692623819	-1.750697728	0.67287813	-0.377031274	0.921036388	-0.552478206	-0.798447345	-0.98691034	-0.305942353	-1.93168469	0.600767094	-1.575113565	0.201108823	0.682397379	0.237860661	0.815923156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1-1	1.553454587	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	3.173980604	-0.198176738	-0.198176738	-0.198176738	-0.198176738	2.689647267	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	5.341990169	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	-0.198176738	3.99113288	-0.198176738	-0.198176738	-0.198176738	-0.198176738	4.827349652	-0.198176738	-0.198176738	-0.198176738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1-2	0.209805291	1.352860097	0.21713995	0.076813959	-0.598435269	-1.093680682	-1.15464001	-1.360854343	-1.075520363	-1.8442856	-1.686905922	-0.69801473	1.531178136	-2.137320374	-0.065503862	-1.79767799	0.096414888	-0.104642184	-1.403512181	0.401548505	0.313026985	-0.095794673	-1.025322108	-0.546525935	-0.533192779	0.259980389	-0.677682867	0.741139537	-0.218545716	0.740606371	1.568918994	0.395607481	0.293845	-0.8742425	-0.850327467	-0.396969974	-0.888623823	0.656307768	-0.102819564	-1.273917817	0.513867252	-1.063766326	2.350130863	0.235718371	1.250786867	-0.474674165	0.375419351	1.616141755	0.17762406	0.242954415	0.949675433	3.56182622	0.16880677	0.776864555	-1.404296926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-100	0.705495504	1.671954837	0.04988888	0.160707226	0.356625813	0.792979988	-1.174471326	1.822998209	-0.376996208	0.463695186	1.641125014	2.072135833	1.477891697	1.412396225	0.862983965	4.353668897	0.140892899	0.612322556	1.042968722	-0.964156059	0.490123868	0.199910938	-0.136946567	-0.364743173	-1.662621969	0.101328666	-3.096767981	0.047898515	1.37286301	-0.283312046	-0.100046974	-0.297207518	0.366274341	-0.729985978	1.164112839	0.350926805	-1.846769079	-0.102334544	-0.356504462	1.494832671	-0.258802842	0.107268535	-0.001675069	-0.051415199	-0.363546422	-0.099668424	-0.54316118	-1.02177222	0.03686964	0.664333905	-0.351812525	0.576043364	-0.707516273	0.573195679	1.217389231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-101-1	0.551018773	1.081362044	0.599324548	0.01405798	1.414352737	1.415752749	1.044743134	1.430914261	1.384039603	1.023528173	1.745767397	1.769878207	0.599353686	2.766382695	1.239571312	-1.875238616	-0.066236315	-0.020866234	0.494832189	-1.138271368	-0.214453065	0.055059285	-0.218953265	-0.074465613	0.164150221	-1.437614699	0.114248688	-1.39587425	0.670368143	-0.4847577	-0.813045213	-1.183368924	-0.969721941	0.66444775	1.757044481	-0.630889611	1.184982339	-0.482941503	-0.699806086	0.855864684	-0.619660855	0.766193884	-1.232171864	-0.812663227	-0.596014774	-0.70818991	-0.387758531	-0.561619964	-0.371356142	0.440690485	-0.438861265	0.377083684	0.221276644	0.042124469	2.345083607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-101-2	1.153160328	1.60776026	-0.718052101	0.441500365	0.396916112	0.188139369	0.117932506	1.045337154	2.096462763	1.29580791	2.59090117	2.838754177	0.696972761	-1.335410285	0.234691327	-1.567874915	0.16549356	0.342028121	0.217134506	-0.939688502	-0.038436352	-0.168595671	-1.831309209	-0.357198556	0.291494065	-1.176481687	0.165012107	-0.549032206	0.684705707	-0.964504533	-0.336585463	-1.154237804	-1.91652621	-0.429228069	0.55907196	-1.224696653	0.503475254	-0.828176415	-0.76769962	1.573473027	-1.306438434	0.086983759	0.149402054	-1.060909033	0.751638234	-0.98955521	-1.704952268	-0.449291813	-1.433433315	1.046819484	0.195310852	0.780715429	1.238813788	0.180469297	2.077991657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-103-1	1.418709459	1.238368418	-1.533509057	-0.513456913	0.140599839	0.421204823	0.157669956	0.078785419	1.567234585	1.708966372	1.419355175	1.949120934	1.632801298	-2.221961425	-0.041620496	0.584737652	-0.201397059	-0.74727098	-0.440304863	-0.405987277	-0.250994094	-0.497646615	-0.112387074	-0.205381203	-0.53817827	-1.166193832	-0.038119108	-0.031159536	-0.318344886	0.04434803	-0.277979964	-1.415414395	-1.754093031	-0.63188342	-0.84172506	-1.170986591	-0.429485813	-1.654093895	-1.550995963	0.405034356	-1.688984543	-0.446055641	-0.083555438	-0.821356409	0.230380227	-1.424872737	-2.143822878	0.819783963	-1.980421331	0.563038484	-0.446501612	-0.213954767	0.436954487	-0.019562761	1.425937162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-103-2	-0.091513042	0.139707024	-0.804688205	-0.689459406	-0.756947216	-0.88197618	-0.19670326	-1.098684093	-0.038534857	-0.285975464	-0.132732475	0.732264292	0.369023523	-2.172194695	-0.46284354	2.557462821	-0.350356752	-1.2237919	-0.991570332	-0.420081075	-0.560520605	-0.31352923	1.530403418	-0.700983919	-0.477409561	-0.95335899	0.723789227	0.087036013	-0.302336303	-0.448044492	0.096608573	-0.961546549	-1.345083565	-0.082416771	0.906383205	-0.593211554	-0.032296767	-0.628848936	-0.503123665	0.357185897	-0.567256542	0.509042792	-1.078875129	2.603284275	0.332454448	-0.982705706	-0.659905898	0.099894528	-0.780528456	1.959919436	-0.371310491	-0.009233582	1.249282425	-0.182160382	1.118183511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-1	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.118404455	0.239635408	0.043474852	-0.125042327	-0.344524215	-0.344524215	-0.344524215	7.243862675	-0.344524215	-0.344524215	0.262256622	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	-0.344524215	0.01227969	-0.344524215	-0.344524215	1.140747687	1.1607219	-0.344524215	-0.344524215	0.84370658	-0.344524215	-0.344524215	0.776788836	-0.344524215	0.904906047	-0.344524215	0.791745198	0.496998474	1.217684228	1.880054574	-0.344524215	-0.344524215	1.356672174	-0.344524215	0.438214276	-0.344524215	-0.344524215	-0.344524215	-0.344524215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-2	-0.421659543	0.112215496	-0.421659543	0.341996711	-0.421659543	-0.421659543	-0.162211183	0.04895422	-0.421659543	-0.421659543	-0.421659543	-0.206592372	-0.181056849	-0.421659543	-0.421659543	6.957642124	-0.421659543	-0.068886807	-0.421659543	0.443393335	-0.421659543	-0.421659543	-0.421659543	0.426971378	-0.421659543	-0.421659543	-0.421659543	0.83986139	-0.421659543	0.432533441	-0.421659543	0.182150475	0.666411976	-0.421659543	-0.421659543	0.742670863	0.31289799	-0.421659543	0.011495947	-0.421659543	0.278324977	-0.421659543	0.207864525	-0.421659543	1.443584667	0.366684672	-0.421659543	-0.421659543	1.245318532	-0.421659543	0.644395675	0.033797083	-0.421659543	-0.421659543	-0.421659543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-106a	-0.350014366	0.340568905	0.096869012	0.315747634	-1.433812671	-2.98711846	-2.104300273	-2.108560716	-1.120463421	-2.060808704	-0.873074048	-0.570778234	-0.559200857	-1.94321609	0.055947382	1.171709374	1.17959927	0.227115231	1.207205208	0.42106109	-0.35656453	0.053179075	0.6476571	-0.705373224	-0.493583512	0.229596721	0.716005643	-0.981058496	-0.261486826	-0.609778204	0.712485636	1.068672651	0.519348802	-0.452848768	-0.004195929	0.349996009	-1.334439887	1.160031322	1.030968456	-0.094325942	0.177170587	-0.966984593	0.592925902	0.374633709	1.218703622	0.754359074	0.775623078	-1.509939458	0.573799952	-0.658053909	1.358269675	0.342481251	-0.674483548	-0.645899907	-0.856617717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-106b	0.783396404	-0.019786488	-1.182754441	-2.091823709	1.347693714	0.415766857	0.309299427	0.486235055	0.758798189	0.860303811	0.936302641	0.958176069	0.713256001	-0.938055322	0.928596307	1.435998158	-1.207599276	0.445921817	1.456821757	-0.886539958	0.564895403	1.375521592	1.331173551	-0.180801655	-0.347181016	1.009827289	0.819647577	0.315506516	0.17635892	0.845852457	-1.001934359	-1.39766342	-1.150844872	1.120924668	0.874786769	-0.218809579	0.705813969	-1.000459682	-1.098918375	0.990206774	-1.027716305	1.143370766	-1.171338056	0.492801454	-0.952298682	-1.435274046	-0.846865801	-0.026053387	-1.33487164	0.428589076	-1.403290786	-0.444375219	0.436318032	0.048117504	0.495814262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-107	1.220076082	1.219404123	-0.373033047	0.791277044	0.497310209	1.339579885	-0.635028898	-0.755728351	1.366075973	1.108398766	1.637322781	2.593088945	1.327132365	-0.169924685	-0.381101149	0.008756312	0.636919396	-0.740593121	-0.414250296	-0.802157727	-0.537772529	-0.226259674	-0.099089097	-1.301822734	-0.722941245	-0.671611685	0.046950859	-0.613381662	0.17549991	-0.26010239	-0.592397231	-0.68337283	-0.51208327	-0.019821739	-0.308287388	0.120629099	-0.293920611	-0.18369439	0.366675986	0.302143254	0.392836395	0.038365627	-0.67996851	-0.526885051	0.132082193	-1.359392126	-1.335356222	-0.622341885	0.619109873	-0.665318247	0.030058598	-0.434305205	0.987872348	-1.413001347	1.139668053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-10a	-0.286891657	0.429683153	0.555002527	0.272633089	-0.442540646	0.547485224	0.699075386	-0.724308778	0.235635481	-0.551161071	1.320264695	-0.611686592	0.075741259	1.194131538	-0.777983328	-0.789744727	0.388008536	-0.347981135	0.23806922	1.271161736	-0.824667827	-0.07151485	-0.670370849	-0.42816004	0.117567946	-1.432667532	0.228661582	-1.071430147	-0.548385878	-0.721394706	-0.034910374	0.876842389	0.591923238	0.013104936	0.374129251	0.452360945	0.472315238	0.338986819	0.367641808	-0.513855856	0.273521011	-0.959345265	0.674433	-0.177964872	0.31473557	1.261587956	0.778586929	0.196824799	-0.033469296	-0.06603994	0.571371314	-0.326914514	0.191862784	0.554409998	-0.402788483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-10b	0.143641354	-1.3255309	0.927094023	0.985507083	-0.946790453	-0.175825995	0.509511936	0.564354802	-0.172921411	-1.198795676	-1.36503375	-1.245288463	-0.950632064	-0.438099992	0.334529728	-3.493063948	0.80213254	0.693133679	0.696579682	0.767121739	-0.247675871	0.194515705	-1.372806861	-0.112763553	0.17903548	-0.318287777	-0.200602069	-0.602947028	0.147585489	-1.048463361	0.617556945	1.208908012	1.065830824	-0.239133414	0.2260485	0.981685171	0.355633485	0.858134993	1.256582889	-0.39070006	1.067438189	0.496901646	0.494822965	0.80104858	0.784074974	1.157113154	1.057694919	-1.685856785	1.212783752	0.335125053	0.854552677	-0.090603571	-0.033348612	0.783695964	-0.519295422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1178	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	11.47029179	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	-0.101700368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1179	-0.24880686	0.040378903	-0.111454295	-0.615829921	-0.615829921	-0.615829921	-0.01598897	0.472222467	-0.615829921	-0.615829921	-0.615829921	0.745255534	-0.059559883	-0.615829921	0.527331634	1.685699897	-0.615829921	0.898047065	1.829335582	-0.615829921	0.066403104	-0.615829921	-0.615829921	-0.615829921	1.072512688	-0.615829921	0.793722766	-0.615829921	0.192502906	2.759661254	3.20260144	-0.615829921	0.802832464	1.401502759	-0.615829921	-0.615829921	-0.615829921	-0.615829921	1.215663328	-0.615829921	1.002524423	-0.615829921	0.83962085	-0.615829921	-0.615829921	0.380375428	1.005299325	-0.615829921	-0.615829921	-0.615829921	-0.615829921	-0.615829921	-0.615829921	1.234763238	-0.275362996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1180	0.744870611	1.354569502	-0.370746768	-2.095624511	1.046237495	1.855815478	0.335825408	0.554721142	-0.407106868	1.601673645	1.189868083	0.780151823	1.116859062	-1.695660653	-1.385763056	-0.892415489	-0.16843139	0.368502056	0.732705479	-1.405296897	-0.032243292	-0.39288048	0.784945282	-0.286751293	0.659841088	0.580176589	0.850710178	-0.100531137	0.048261042	0.16755946	-0.33250641	-0.040654633	0.238875385	1.312181821	0.317166088	0.243885816	-1.140721334	-0.004218527	0.6627658	0.265019251	0.682502705	0.659049635	-0.184963792	0.535489112	-1.271614477	-0.069956963	-0.033952023	1.028683577	-0.201923034	-0.029717768	-0.200390531	-0.625105439	-0.055694334	-1.105482086	0.106829982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
